panoid,lat,lon,year,month,img_path,angle,type,img_name,conf,bbox,LLM
3LHJJI_GWmcLISjWqUvAHQ,-1.389343457445467,36.75331393804395,2018,1,3/L/,90,GSVI,3LHJJI_GWmcLISjWqUvAHQ_90,[0.3911104202270508],"[[328.6820983886719, 203.4260711669922, 399.90264892578125, 299.89178466796875]]",1.0
3MfGCRP3nxgH8uvKjzQ59Q,-1.373426532677483,36.64816747092547,2018,4,3/m/,0,GSVI,3MfGCRP3nxgH8uvKjzQ59Q_0,"[0.3095749318599701, 0.2685936689376831]","[[368.2131652832031, 180.42384338378906, 399.95465087890625, 299.54510498046875], [367.52777099609375, 183.324462890625, 400.0, 259.5656433105469]]",1.0
3MfGCRP3nxgH8uvKjzQ59Q,-1.373426532677483,36.64816747092547,2018,4,3/m/,90,GSVI,3MfGCRP3nxgH8uvKjzQ59Q_90,[0.6364086270332336],"[[0.0, 178.11439514160156, 140.93988037109375, 299.2469787597656]]",1.0
3NImJaF8nBE-aBVwWKrfoA,-1.284636115757229,36.83907689750799,2018,2,3/N/,0,GSVI,3NImJaF8nBE-aBVwWKrfoA_0,[0.3438807725906372],"[[0.2936267852783203, 171.37733459472656, 91.13311767578125, 236.7418670654297]]",1.0
3NvyWPDzaKn1Y3MZm2g5SQ,-1.27442598320718,36.83076574375299,2021,8,3/N/,270,GSVI,3NvyWPDzaKn1Y3MZm2g5SQ_270,[0.3024347424507141],"[[114.1207504272461, 236.98104858398438, 193.4856719970703, 285.5043640136719]]",1.0
3PxSyfqQf_fv7pjH2leJ3g,-1.287885608848239,36.8534376647146,2021,8,3/P/,180,GSVI,3PxSyfqQf_fv7pjH2leJ3g_180,[0.4276379644870758],"[[40.61992645263672, 233.4319305419922, 185.6268310546875, 299.9759521484375]]",1.0
3QxbXTOdpYVU8e6RDjkUHw,-1.228399259646276,36.96856390350683,2022,2,3/Q/,0,GSVI,3QxbXTOdpYVU8e6RDjkUHw_0,[0.43990156054496765],"[[186.40830993652344, 187.4228515625, 268.4901428222656, 230.09886169433594]]",1.0
3S_OJpIkgGkLiLLrCpf0jA,-1.260914287764155,36.86721918697872,2018,2,3/s/,270,GSVI,3S_OJpIkgGkLiLLrCpf0jA_270,"[0.4288005530834198, 0.42020362615585327]","[[176.73324584960938, 191.25628662109375, 286.4284362792969, 259.0954895019531], [0.24866819381713867, 154.06959533691406, 79.86338806152344, 230.33447265625]]",1.0
3V2B7g9z-7j9UKeObsi5Tg,-1.249062033984389,36.87162951056605,2018,2,3/v/,180,GSVI,3V2B7g9z-7j9UKeObsi5Tg_180,[0.3215816915035248],"[[190.33755493164062, 166.3404083251953, 306.4627685546875, 201.18080139160156]]",1.0
3YiwMQhRPfNumOBS9OKn1g,-1.253756477417415,36.9598854977606,2018,2,3/y/,0,GSVI,3YiwMQhRPfNumOBS9OKn1g_0,[0.36214664578437805],"[[70.83175659179688, 153.2017059326172, 227.7428741455078, 181.1577606201172]]",1.0
3bACK_ymodpIxZsjOYsCfQ,-1.190668454125594,36.90989699603962,2021,9,3/B/,90,GSVI,3bACK_ymodpIxZsjOYsCfQ_90,[0.5662741661071777],"[[44.49238204956055, 182.89993286132812, 179.27317810058594, 228.50772094726562]]",1.0
3cABBJ_jluQCadEKTB-nTA,-1.320305276558615,36.87196434155506,2018,1,3/C/,0,GSVI,3cABBJ_jluQCadEKTB-nTA_0,[0.32853689789772034],"[[199.05845642089844, 211.15725708007812, 389.15130615234375, 289.3789978027344]]",1.0
3cwWnDftX9XzN7XToEoDeQ,-1.315635241889036,36.91327228952539,2021,7,3/C/,180,GSVI,3cwWnDftX9XzN7XToEoDeQ_180,[0.711499810218811],"[[12.23611831665039, 198.00680541992188, 125.02064514160156, 258.0867004394531]]",1.0
3d6maPFAthrxFfXVj1knhA,-1.172816281551484,36.90944156852565,2021,9,3/d/,90,GSVI,3d6maPFAthrxFfXVj1knhA_90,[0.680141806602478],"[[152.43072509765625, 206.3288116455078, 381.28759765625, 299.30487060546875]]",1.0
3gfan-VZ3USV07-pVtMgGA,-1.275035048408505,36.95623472727131,2021,7,3/g/,0,GSVI,3gfan-VZ3USV07-pVtMgGA_0,[0.34049150347709656],"[[75.04345703125, 181.20895385742188, 250.18984985351562, 237.0977325439453]]",1.0
3iWZg6jLgc-h6H0Yby2PMw,-1.173918240921131,36.92545605167063,2018,2,3/i/,90,GSVI,3iWZg6jLgc-h6H0Yby2PMw_90,[0.626848042011261],"[[82.05296325683594, 180.38970947265625, 268.34307861328125, 300.0]]",1.0
3jApPzCvt0xRfr5O-ow1Gg,-1.281323402202364,36.88306568256549,2021,8,3/j/,270,GSVI,3jApPzCvt0xRfr5O-ow1Gg_270,"[0.49305981397628784, 0.3828069567680359]","[[142.13186645507812, 206.9759979248047, 231.57684326171875, 237.57498168945312], [139.34262084960938, 205.9093017578125, 235.0694580078125, 248.10455322265625]]",1.0
3oQIg061G6zftS6al3CAVg,-1.172208765108061,36.828797253227,2018,5,3/O/,180,GSVI,3oQIg061G6zftS6al3CAVg_180,[0.49316948652267456],"[[38.68843460083008, 235.87554931640625, 151.37583923339844, 298.0304260253906]]",1.0
3y6La_7cyCGUh0C-fAZRnQ,-1.206767096626169,36.88942228194003,2018,2,3/y/,0,GSVI,3y6La_7cyCGUh0C-fAZRnQ_0,[0.5372804999351501],"[[286.8948974609375, 193.73187255859375, 400.0, 256.6226501464844]]",1.0
48Pb9Avt0JWuAQ2aQE-Odw,-1.3704944284523,36.93721443658826,2018,4,4/8/,270,GSVI,48Pb9Avt0JWuAQ2aQE-Odw_270,[0.5350795388221741],"[[0.6653785705566406, 169.03384399414062, 117.78352355957031, 225.29953002929688]]",1.0
49uie8TNQRwTfDlmVB25nA,-1.216468181106336,36.82255961595705,2022,1,4/9/,0,GSVI,49uie8TNQRwTfDlmVB25nA_0,[0.738854169845581],"[[0.6480121612548828, 192.354736328125, 124.07083129882812, 226.97677612304688]]",1.0
4OmewAbR7zsd2LZmFz4Czg,-1.28351167285815,36.97118593104077,2018,2,4/O/,180,GSVI,4OmewAbR7zsd2LZmFz4Czg_180,[0.4647355079650879],"[[0.6541252136230469, 182.96470642089844, 161.35997009277344, 277.6427001953125]]",1.0
4QwCwDrC-eObhjPGInLezw,-1.28412433876811,36.86798649359439,2018,1,4/Q/,270,GSVI,4QwCwDrC-eObhjPGInLezw_270,[0.7011494636535645],"[[0.7962226867675781, 198.10275268554688, 91.57665252685547, 281.00787353515625]]",1.0
4ZTJ0qefQMNY75LNIDw6XQ,-1.254459582954427,36.69357392261115,2021,10,4/Z/,180,GSVI,4ZTJ0qefQMNY75LNIDw6XQ_180,"[0.7396396398544312, 0.5224400162696838]","[[82.79229736328125, 120.4604721069336, 223.05328369140625, 239.63999938964844], [0.6152534484863281, 125.16735076904297, 229.84942626953125, 239.97637939453125]]",1.0
4bGnLjKNVCN24NAYnp1cgw,-1.253475213397971,36.87055137561944,2021,8,4/B/,0,GSVI,4bGnLjKNVCN24NAYnp1cgw_0,[0.627898633480072],"[[0.0, 232.611572265625, 205.8324432373047, 299.60858154296875]]",1.0
4ctnfyORGxUTZZ8eXVT8tg,-1.321625457574625,36.89348866431382,2018,4,4/C/,180,GSVI,4ctnfyORGxUTZZ8eXVT8tg_180,"[0.38381901383399963, 0.2832813858985901]","[[181.78001403808594, 205.53439331054688, 399.6115417480469, 299.6515197753906], [227.83908081054688, 181.77442932128906, 399.7642822265625, 299.3208312988281]]",1.0
4eZZ7mHiAR9n9P5RO7DGfw,-1.206765236160997,36.95486593857289,2021,9,4/e/,270,GSVI,4eZZ7mHiAR9n9P5RO7DGfw_270,[0.3362112045288086],"[[25.88789939880371, 216.79061889648438, 111.04254913330078, 273.80157470703125]]",1.0
4gjzL6lm9Km4cFpvc8AXvA,-1.306770569174694,36.77357305411913,2018,1,4/g/,90,GSVI,4gjzL6lm9Km4cFpvc8AXvA_90,[0.3321165144443512],"[[0.14716148376464844, 189.43270874023438, 129.91053771972656, 299.8342590332031]]",1.0
4lP5ksk9oK0ocL4vG8CDfA,-1.253780703145188,36.81501544541931,2021,7,4/L/,180,GSVI,4lP5ksk9oK0ocL4vG8CDfA_180,[0.739901602268219],"[[33.590660095214844, 135.06370544433594, 398.0157470703125, 258.7936706542969]]",1.0
4o4YySA2R5SaUkWBATDaqw,-1.287127841178562,36.69258321128144,2018,1,4/O/,180,GSVI,4o4YySA2R5SaUkWBATDaqw_180,[0.8852283358573914],"[[212.059326171875, 204.4962615966797, 397.3296203613281, 299.4423522949219]]",1.0
4oGbINacZrRfh9DLhsEflQ,-1.202952906262938,36.96190426022962,2021,9,4/O/,180,GSVI,4oGbINacZrRfh9DLhsEflQ_180,"[0.6177783012390137, 0.30666086077690125]","[[82.80998229980469, 231.74563598632812, 326.7076416015625, 299.2684631347656], [154.13475036621094, 226.89105224609375, 331.961669921875, 300.0]]",1.0
4uo6iT-FDw7TUGFGh_R7Ag,-1.183155786857094,36.87963187416056,2021,9,4/U/,0,GSVI,4uo6iT-FDw7TUGFGh_R7Ag_0,[0.5596122145652771],"[[48.96488571166992, 235.62652587890625, 160.7451171875, 273.6358642578125]]",1.0
4vB82o0yLJYVU2-bHcm-zw,-1.279561237199414,36.83325652723499,2018,2,4/v/,90,GSVI,4vB82o0yLJYVU2-bHcm-zw_90,"[0.7453404068946838, 0.5116016268730164, 0.2561052143573761]","[[38.06652069091797, 189.6959991455078, 399.08612060546875, 298.51654052734375], [64.53866577148438, 140.7205047607422, 214.22410583496094, 175.27792358398438], [35.28007507324219, 184.2203826904297, 235.70132446289062, 279.25018310546875]]",1.0
4vB82o0yLJYVU2-bHcm-zw,-1.279561237199414,36.83325652723499,2018,2,4/v/,180,GSVI,4vB82o0yLJYVU2-bHcm-zw_180,[0.7190393805503845],"[[1.8448448181152344, 214.65042114257812, 220.74789428710938, 300.0]]",1.0
4zo8qhEt2QlycwBkcmBo_A,-1.264836092956401,36.89812183857633,2018,2,4/Z/,0,GSVI,4zo8qhEt2QlycwBkcmBo_A_0,[0.7247593402862549],"[[187.13165283203125, 237.1746063232422, 399.5303955078125, 299.2359924316406]]",1.0
54-DeN4qoWqrwO4tRVxHUg,-1.39239804720287,36.74453611886959,2018,1,5/4/,90,GSVI,54-DeN4qoWqrwO4tRVxHUg_90,[0.3244708180427551],"[[2.5044631958007812, 214.66835021972656, 118.2745132446289, 295.7354736328125]]",1.0
56cyOV61frnU5-FLuYi7aA,-1.273725235429836,36.8314603331418,2018,2,5/6/,180,GSVI,56cyOV61frnU5-FLuYi7aA_180,[0.42391863465309143],"[[328.2378845214844, 188.10035705566406, 399.0032653808594, 243.86764526367188]]",1.0
5BJ5B1N0_r9jP4i9xKkDVQ,-1.313795797093705,36.88793907262757,2018,4,5/B/,270,GSVI,5BJ5B1N0_r9jP4i9xKkDVQ_270,[0.6642652750015259],"[[101.2470703125, 172.29751586914062, 256.2633972167969, 291.28912353515625]]",1.0
5D-pqcCMyDfnfmP89l7ohg,-1.304670343408691,36.77148714052343,2018,1,5/d/,0,GSVI,5D-pqcCMyDfnfmP89l7ohg_0,[0.7119249105453491],"[[34.173702239990234, 193.52073669433594, 161.27220153808594, 244.17633056640625]]",1.0
5Lir5CV2YLccgkCJ1c9W1Q,-1.274350896293163,36.82326594657097,2017,12,5/L/,90,GSVI,5Lir5CV2YLccgkCJ1c9W1Q_90,"[0.65122389793396, 0.280773401260376]","[[316.1014404296875, 147.673095703125, 399.874267578125, 190.1487579345703], [0.0, 134.38583374023438, 140.04171752929688, 180.5498046875]]",1.0
5LutHKqA_X8m6jpkgPRhSg,-1.328647104691862,36.83642476899904,2021,9,5/L/,90,GSVI,5LutHKqA_X8m6jpkgPRhSg_90,[0.7924351692199707],"[[1.5923595428466797, 174.0480194091797, 141.02288818359375, 250.58961486816406]]",1.0
5Lyk1D1AfiSTxaWTEWLBWA,-1.211724644787034,36.92522178342287,2021,9,5/L/,180,GSVI,5Lyk1D1AfiSTxaWTEWLBWA_180,[0.6670850515365601],"[[166.88491821289062, 176.5293426513672, 323.693603515625, 232.11395263671875]]",1.0
5TtEsrTHiPquHxesk5-iwQ,-1.175575373446345,36.63459198720815,2021,10,5/t/,0,GSVI,5TtEsrTHiPquHxesk5-iwQ_0,[0.668380618095398],"[[177.3866424560547, 239.10861206054688, 233.42222595214844, 282.3423767089844]]",1.0
5UN4CiXg4PTBQcVBvgWDDA,-1.269870673113651,36.89874038268074,2018,2,5/U/,0,GSVI,5UN4CiXg4PTBQcVBvgWDDA_0,[0.37716546654701233],"[[261.6365661621094, 177.83038330078125, 399.9637451171875, 263.25518798828125]]",1.0
5XWRSSsdZEIQUJlIUp47XQ,-1.312942435159055,36.87004833907618,2018,1,5/x/,90,GSVI,5XWRSSsdZEIQUJlIUp47XQ_90,[0.38447126746177673],"[[8.173332214355469, 232.5955047607422, 301.46368408203125, 299.8321228027344]]",1.0
5XoSy_wEykWXMG3INWw-sQ,-1.287038024865749,36.72323904026275,2018,2,5/x/,90,GSVI,5XoSy_wEykWXMG3INWw-sQ_90,[0.4998062551021576],"[[0.341949462890625, 215.54026794433594, 69.55574798583984, 297.54986572265625]]",1.0
5_2_jxrfxh_1yoMn2apzOg,-1.211743071102316,36.93521918739132,2021,9,5/_/,270,GSVI,5_2_jxrfxh_1yoMn2apzOg_270,[0.3247409760951996],"[[299.88177490234375, 179.96267700195312, 399.47650146484375, 276.1454772949219]]",1.0
5atltf9_Jx3b2quVOqPZOg,-1.259674786842814,36.95171542982304,2018,2,5/a/,0,GSVI,5atltf9_Jx3b2quVOqPZOg_0,[0.7103873491287231],"[[237.37139892578125, 217.86830139160156, 341.8458251953125, 299.35919189453125]]",1.0
5cqBIezI9MWYZFFJGGONsA,-1.294527569756432,36.84138090495137,2021,8,5/C/,0,GSVI,5cqBIezI9MWYZFFJGGONsA_0,"[0.5789477825164795, 0.46355366706848145, 0.34438735246658325]","[[232.34649658203125, 226.71412658691406, 395.2646484375, 300.0], [231.65423583984375, 192.07583618164062, 391.47296142578125, 300.0], [256.7439270019531, 182.8536376953125, 337.47467041015625, 213.3414306640625]]",1.0
5cqBIezI9MWYZFFJGGONsA,-1.294527569756432,36.84138090495137,2021,8,5/C/,90,GSVI,5cqBIezI9MWYZFFJGGONsA_90,[0.7669209241867065],"[[0.0, 198.88446044921875, 285.5347595214844, 299.808837890625]]",1.0
5crr3wS7ojCT8P3kfh4dhA,-1.280716982004344,36.74872453342309,2018,2,5/C/,90,GSVI,5crr3wS7ojCT8P3kfh4dhA_90,[0.5472434759140015],"[[301.5832824707031, 196.45248413085938, 399.1226501464844, 283.435791015625]]",1.0
5gVjVxfuop0A9rMuvy7gtQ,-1.313767224608557,36.88790829692774,2018,4,5/g/,270,GSVI,5gVjVxfuop0A9rMuvy7gtQ_270,[0.8158378601074219],"[[0.3972434997558594, 167.50213623046875, 201.0867462158203, 300.0]]",1.0
5jyY4nk1BxIUrf-qepgeWw,-1.200406527008561,36.88348499722302,2018,2,5/j/,270,GSVI,5jyY4nk1BxIUrf-qepgeWw_270,[0.6039873957633972],"[[265.91351318359375, 162.81028747558594, 385.0740051269531, 207.1086883544922]]",1.0
5mJbxolmFRnEWQAeuzYjCA,-1.240620149831827,36.88524594493162,2018,2,5/m/,180,GSVI,5mJbxolmFRnEWQAeuzYjCA_180,"[0.35912811756134033, 0.3394111692905426, 0.3254512548446655]","[[0.0, 227.54672241210938, 259.8443603515625, 299.4030456542969], [0.0, 168.14659118652344, 260.4816589355469, 300.0], [292.8765869140625, 222.41542053222656, 396.7210388183594, 299.563720703125]]",1.0
5nL1yKBBBP6Qp3izu6_x8A,-1.287051103482017,36.74772033205499,2018,2,5/N/,180,GSVI,5nL1yKBBBP6Qp3izu6_x8A_180,[0.6343620419502258],"[[64.5212173461914, 158.3422393798828, 218.8237762451172, 189.2241973876953]]",1.0
5qD6CxXswYQHnqNeVKSTNg,-1.310759143903643,36.88801129288587,2018,4,5/Q/,0,GSVI,5qD6CxXswYQHnqNeVKSTNg_0,[0.7196704745292664],"[[216.88453674316406, 210.5267333984375, 400.0, 299.1942443847656]]",1.0
5slYpCeBWMipQqAuutxDMg,-1.303120357882322,36.78150896744231,2018,3,5/s/,0,GSVI,5slYpCeBWMipQqAuutxDMg_0,[0.7461860179901123],"[[249.00576782226562, 206.34165954589844, 399.69744873046875, 299.2505187988281]]",1.0
5u9MrbetbifQDLJQLZAREA,-1.174652224547048,36.91374081960559,2018,2,5/U/,90,GSVI,5u9MrbetbifQDLJQLZAREA_90,[0.8236868381500244],"[[109.74694061279297, 184.20657348632812, 398.37408447265625, 298.73828125]]",1.0
5u9MrbetbifQDLJQLZAREA,-1.174652224547048,36.91374081960559,2018,2,5/U/,180,GSVI,5u9MrbetbifQDLJQLZAREA_180,[0.7931744456291199],"[[2.402496337890625, 182.403564453125, 319.4319152832031, 299.551513671875]]",1.0
5vpWXxp4jiY3_Qy1PfY6kA,-1.277933349754246,36.68770500007174,2017,12,5/v/,180,GSVI,5vpWXxp4jiY3_Qy1PfY6kA_180,[0.6623424291610718],"[[281.7001037597656, 141.80465698242188, 400.0, 300.0]]",1.0
5yEJF4cGE8LKPjfrVyL6vQ,-1.148674061180751,36.95455649399283,2018,5,5/y/,270,GSVI,5yEJF4cGE8LKPjfrVyL6vQ_270,[0.6067025661468506],"[[198.48739624023438, 231.96075439453125, 288.2662048339844, 292.4184875488281]]",1.0
6-A8ZWwNzvNhLKmuJ-3JZw,-1.299790824408712,36.82930295341197,2021,8,6/-/,180,GSVI,6-A8ZWwNzvNhLKmuJ-3JZw_180,[0.31482189893722534],"[[327.6858825683594, 196.5482177734375, 400.0, 279.5791015625]]",1.0
63eel4uRjiLt6Apie_SSpQ,-1.282674710510785,36.84001449006494,2018,2,6/3/,0,GSVI,63eel4uRjiLt6Apie_SSpQ_0,"[0.788226842880249, 0.2603543996810913]","[[158.60293579101562, 162.3084259033203, 399.2142028808594, 300.0], [219.22579956054688, 230.9997100830078, 400.0, 300.0]]",1.0
63eel4uRjiLt6Apie_SSpQ,-1.282674710510785,36.84001449006494,2018,2,6/3/,90,GSVI,63eel4uRjiLt6Apie_SSpQ_90,"[0.6568012237548828, 0.3800796568393707]","[[3.0810546875, 213.8553924560547, 396.619140625, 300.0], [0.0, 227.6250457763672, 202.2547149658203, 300.0]]",1.0
65i3h8IqhWzNh00zrPSq9w,-1.265180638104285,36.91718049843119,2021,8,6/5/,0,GSVI,65i3h8IqhWzNh00zrPSq9w_0,"[0.6153503060340881, 0.34624919295310974]","[[1.1301898956298828, 171.9989013671875, 151.97271728515625, 298.8183898925781], [212.742919921875, 145.16555786132812, 339.295654296875, 212.9473114013672]]",1.0
65i3h8IqhWzNh00zrPSq9w,-1.265180638104285,36.91718049843119,2021,8,6/5/,270,GSVI,65i3h8IqhWzNh00zrPSq9w_270,[0.48148632049560547],"[[311.3855285644531, 177.74032592773438, 399.9582214355469, 299.17242431640625]]",1.0
6ExbcclQcbb4pS2j3Dcgjg,-1.210866233894917,36.92751521765918,2021,9,6/e/,180,GSVI,6ExbcclQcbb4pS2j3Dcgjg_180,[0.7535524964332581],"[[286.00433349609375, 213.32635498046875, 400.0, 288.843017578125]]",1.0
6FYc3liagOHbwAMFfN2d7w,-1.334835829398418,36.74606373598873,2021,7,6/f/,270,GSVI,6FYc3liagOHbwAMFfN2d7w_270,"[0.7211365699768066, 0.47417300939559937]","[[1.3222026824951172, 151.70681762695312, 123.1602554321289, 212.2715301513672], [216.7418670654297, 179.0116424560547, 399.1956787109375, 300.0]]",1.0
6IJFbTAne1KX6wFlq9Kz4g,-1.211947537818978,36.89785662942575,2018,2,6/i/,0,GSVI,6IJFbTAne1KX6wFlq9Kz4g_0,[0.5772577524185181],"[[307.4420471191406, 169.41905212402344, 399.7185974121094, 236.85015869140625]]",1.0
6JRi1b4I7kt3CSNQIDaeqQ,-1.272578679110292,36.8287162685973,2018,2,6/j/,270,GSVI,6JRi1b4I7kt3CSNQIDaeqQ_270,[0.5910094380378723],"[[230.93849182128906, 164.5963592529297, 328.0278015136719, 204.09510803222656]]",1.0
6XSi8M6PIwvKLfHGU5wQXw,-1.309510947467344,36.89056021219228,2018,4,6/x/,0,GSVI,6XSi8M6PIwvKLfHGU5wQXw_0,[0.6881085634231567],"[[274.57672119140625, 207.9386444091797, 399.7059631347656, 297.8823547363281]]",1.0
6YCtK-qE9rBmE5MaRIdpDQ,-1.203020501058615,36.90563829792385,2021,9,6/y/,180,GSVI,6YCtK-qE9rBmE5MaRIdpDQ_180,[0.5189734697341919],"[[40.73291778564453, 190.73512268066406, 259.95001220703125, 251.54750061035156]]",1.0
6Z5Fi-dUnqdtwKmrvBnv1g,-1.205752729098416,36.89991443693945,2021,9,6/Z/,0,GSVI,6Z5Fi-dUnqdtwKmrvBnv1g_0,"[0.5797562003135681, 0.28217291831970215]","[[162.91908264160156, 198.01654052734375, 400.0, 259.6924133300781], [163.53158569335938, 203.9529571533203, 272.2369079589844, 254.30047607421875]]",1.0
6fMKPzPIijSbQYlant9Xdg,-1.290650620551291,36.88991648690198,2018,1,6/f/,90,GSVI,6fMKPzPIijSbQYlant9Xdg_90,[0.3200676739215851],"[[217.57888793945312, 257.0683898925781, 400.0, 300.0]]",1.0
6ihgyeIrYGhlF45OSdCQQw,-1.30169459706402,36.90670049317563,2021,7,6/i/,180,GSVI,6ihgyeIrYGhlF45OSdCQQw_180,[0.8016793131828308],"[[218.71566772460938, 202.3374481201172, 306.7696228027344, 239.70545959472656]]",1.0
6oVZVtAqBUOIqYZYV3CIcQ,-1.32469398645625,36.88614429433819,2018,4,6/O/,0,GSVI,6oVZVtAqBUOIqYZYV3CIcQ_0,"[0.49045929312705994, 0.35914045572280884, 0.26336410641670227]","[[0.38440704345703125, 171.35272216796875, 144.70993041992188, 233.79412841796875], [0.6851768493652344, 172.7271270751953, 152.16860961914062, 299.6086730957031], [26.480484008789062, 181.08444213867188, 400.0, 300.0]]",1.0
6oVZVtAqBUOIqYZYV3CIcQ,-1.32469398645625,36.88614429433819,2018,4,6/O/,270,GSVI,6oVZVtAqBUOIqYZYV3CIcQ_270,[0.37064430117607117],"[[141.7704315185547, 192.09849548339844, 399.5529479980469, 298.88385009765625]]",1.0
6qfAoaAnLsUoUTcYOo8c_Q,-1.275638143321693,36.8860930002451,2018,2,6/Q/,0,GSVI,6qfAoaAnLsUoUTcYOo8c_Q_0,[0.7885928750038147],"[[89.86751556396484, 164.35382080078125, 400.0, 258.53973388671875]]",1.0
6slgPadfDEidj8XD_C_bTg,-1.263879687363667,36.89367051418078,2018,2,6/s/,90,GSVI,6slgPadfDEidj8XD_C_bTg_90,[0.544106662273407],"[[1.0142135620117188, 252.12615966796875, 67.26104736328125, 300.0]]",1.0
6slgPadfDEidj8XD_C_bTg,-1.263879687363667,36.89367051418078,2018,2,6/s/,270,GSVI,6slgPadfDEidj8XD_C_bTg_270,[0.601924479007721],"[[176.44058227539062, 185.77041625976562, 398.7536926269531, 300.0]]",1.0
6tNIs-odBMrBYWiujj3dOQ,-1.259003494578603,36.92571763392367,2021,9,6/t/,0,GSVI,6tNIs-odBMrBYWiujj3dOQ_0,[0.7261759042739868],"[[0.0, 201.9933319091797, 313.0846252441406, 293.82354736328125]]",1.0
6tNIs-odBMrBYWiujj3dOQ,-1.259003494578603,36.92571763392367,2021,9,6/t/,270,GSVI,6tNIs-odBMrBYWiujj3dOQ_270,[0.5284464359283447],"[[309.7958068847656, 221.3244171142578, 399.5117492675781, 300.0]]",1.0
6tkE9wI929CEXX4OlUo9pA,-1.262847058280329,36.897868363638,2018,2,6/t/,90,GSVI,6tkE9wI929CEXX4OlUo9pA_90,[0.7213995456695557],"[[171.36871337890625, 204.82435607910156, 368.0132751464844, 298.9681701660156]]",1.0
6tkE9wI929CEXX4OlUo9pA,-1.262847058280329,36.897868363638,2018,2,6/t/,180,GSVI,6tkE9wI929CEXX4OlUo9pA_180,[0.29046085476875305],"[[0.0, 247.25779724121094, 314.15850830078125, 297.5173645019531]]",1.0
6xY5kMHoQ3kFPZT-Jypv4w,-1.146562195695398,36.96657106685677,2018,5,6/x/,180,GSVI,6xY5kMHoQ3kFPZT-Jypv4w_180,[0.42171555757522583],"[[12.871785163879395, 222.26560974121094, 150.33328247070312, 268.2439270019531]]",1.0
6zQYnzZt8qc4YkPJ9PIljw,-1.216707030123999,36.9217656655698,2021,9,6/Z/,90,GSVI,6zQYnzZt8qc4YkPJ9PIljw_90,[0.7516772747039795],"[[8.433380126953125, 185.28953552246094, 328.8810729980469, 295.8308410644531]]",1.0
6zmB_tEAkMG_UIldhf8dYQ,-1.286638647854764,36.90669237046787,2018,2,6/Z/,270,GSVI,6zmB_tEAkMG_UIldhf8dYQ_270,"[0.6742926836013794, 0.6491534113883972]","[[1.5275382995605469, 215.0859832763672, 91.48296356201172, 281.51123046875], [262.26580810546875, 195.84030151367188, 347.26153564453125, 235.7012176513672]]",1.0
72W8X5WkteWFNBbLvD5iNA,-1.303882601684363,36.85708049871449,2018,2,7/2/,0,GSVI,72W8X5WkteWFNBbLvD5iNA_0,[0.4870031476020813],"[[276.2425231933594, 238.82247924804688, 399.6311950683594, 300.0]]",1.0
756sCjdksDZHF-4PoVWVrw,-1.312499282139407,36.84335727140274,2021,7,7/5/,0,GSVI,756sCjdksDZHF-4PoVWVrw_0,"[0.5802547335624695, 0.4165761172771454]","[[0.0, 238.38140869140625, 394.8376770019531, 299.41510009765625], [5.3336334228515625, 215.54275512695312, 400.0, 300.0]]",1.0
7Beamy3VF3zqLJ5BwtCRng,-1.235485315606294,36.92969128899755,2022,2,7/B/,0,GSVI,7Beamy3VF3zqLJ5BwtCRng_0,[0.6569825410842896],"[[116.62933349609375, 193.64097595214844, 308.99688720703125, 254.4529266357422]]",1.0
7FXJp6G29gOGBd_NEC2IYQ,-1.188611428171336,36.90609399519003,2018,2,7/f/,90,GSVI,7FXJp6G29gOGBd_NEC2IYQ_90,[0.30569571256637573],"[[298.1528625488281, 183.71142578125, 400.0, 245.03848266601562]]",1.0
7H2sOoF1iFkrqQO7oHuMRw,-1.281789932443037,36.76111358059016,2021,7,7/H/,270,GSVI,7H2sOoF1iFkrqQO7oHuMRw_270,[0.2782275974750519],"[[253.9657440185547, 249.1338348388672, 400.0, 299.37530517578125]]",1.0
7HpExozAPpZ2iHhFsW_12A,-1.158912894556249,36.94687858588409,2021,12,7/H/,180,GSVI,7HpExozAPpZ2iHhFsW_12A_180,"[0.6520494222640991, 0.5857762098312378, 0.3505491018295288, 0.29934534430503845]","[[24.008827209472656, 213.69676208496094, 156.18667602539062, 251.13504028320312], [187.0634765625, 236.22119140625, 397.00537109375, 291.9359130859375], [9.157981872558594, 217.89413452148438, 398.37908935546875, 282.0660400390625], [44.61631774902344, 232.72772216796875, 399.5375671386719, 290.0975646972656]]",1.0
7OP_2fH_vOJAXL8r13cRKA,-1.154518051366595,36.945610733108,2021,12,7/O/,0,GSVI,7OP_2fH_vOJAXL8r13cRKA_0,[0.6964191198348999],"[[333.06402587890625, 204.46807861328125, 399.9233093261719, 263.3355712890625]]",1.0
7OT37_61h1UfIQheDUbu8w,-1.297310379728035,36.89863256042996,2018,4,7/O/,180,GSVI,7OT37_61h1UfIQheDUbu8w_180,"[0.6974440813064575, 0.3487246036529541]","[[191.53773498535156, 192.23727416992188, 397.9786682128906, 286.3291015625], [192.8393096923828, 190.14834594726562, 354.9176330566406, 273.9163513183594]]",1.0
